Repo,URL,File,Line,Type,Description
"marcosdtjunior/API_SistemaGestaoClientes","https://github.com/marcosdtjunior/API_SistemaGestaoClientes.git","src/index.js",9,"INSECURE_CORS","Permissive CORS policy (Wildcard detected)"
"SpositoDouglas/api_saldaterra","https://github.com/SpositoDouglas/api_saldaterra.git","index.js",12,"INSECURE_CORS","Permissive CORS policy (Wildcard detected)"
"LucasPiresAlb/bancodetalentos","https://github.com/LucasPiresAlb/bancodetalentos.git","server.js",12,"INSECURE_CORS","Permissive CORS policy (Wildcard detected)"
"LucasPiresAlb/bancodetalentos","https://github.com/LucasPiresAlb/bancodetalentos.git","app.js",12,"INSECURE_CORS","Permissive CORS policy (Wildcard detected)"
"RaulSAraujo/Make_a_List_back","https://github.com/RaulSAraujo/Make_a_List_back.git","index.js",9,"INSECURE_CORS","Permissive CORS policy (Wildcard detected)"
"christianebs/js-controle-financeiro-dindin","https://github.com/christianebs/js-controle-financeiro-dindin.git","src/conexao.js",7,"HARDCODED_SECRET","Potential hardcoded secret in property: password"
"marislaradev/Desafio-M05","https://github.com/marislaradev/Desafio-M05.git","src/index.js",8,"INSECURE_CORS","Permissive CORS policy (Wildcard detected)"
"livnascimento/desafio-m05-b2bt05-equipe-19","https://github.com/livnascimento/desafio-m05-b2bt05-equipe-19.git","src/index.js",9,"INSECURE_CORS","Permissive CORS policy (Wildcard detected)"
"Larissalaviniaba/Pdv-Code-Queens","https://github.com/Larissalaviniaba/Pdv-Code-Queens.git","src/index.js",17,"INSECURE_CORS","Permissive CORS policy (Wildcard detected)"
"TeksMarques/Projeto-Blogs-Api","https://github.com/TeksMarques/Projeto-Blogs-Api.git","src/seeders/20200812183211-Users.js",8,"HARDCODED_SECRET","Potential hardcoded secret in property: password"
"TeksMarques/Projeto-Blogs-Api","https://github.com/TeksMarques/Projeto-Blogs-Api.git","src/seeders/20200812183211-Users.js",15,"HARDCODED_SECRET","Potential hardcoded secret in property: password"
"rodrigodanielzacarias/zpark","https://github.com/rodrigodanielzacarias/zpark.git","src/app.js",17,"INSECURE_CORS","Permissive CORS policy (Wildcard detected)"
"rodrigodanielzacarias/zpark","https://github.com/rodrigodanielzacarias/zpark.git","src/config/database.js",5,"HARDCODED_SECRET","Potential hardcoded secret in property: password"
"rodrigodanielzacarias/zpark","https://github.com/rodrigodanielzacarias/zpark.git","src/config/auth.js",2,"HARDCODED_SECRET","Potential hardcoded secret in property: secret"
