Repo,URL,File,Line,Type,Description
Mathesis-dev/mathesis-backend,https://github.com/Mathesis-dev/mathesis-backend.git,prisma/seed/implementations/user.ts,18,HARDCODED_SECRET,Potential hardcoded secret in property: password
Mathesis-dev/mathesis-backend,https://github.com/Mathesis-dev/mathesis-backend.git,src/modules/auth/infra/controllers/auth.controller.ts,40,HARDCODED_SECRET,Potential hardcoded secret in property: password
Mathesis-dev/mathesis-backend,https://github.com/Mathesis-dev/mathesis-backend.git,src/modules/auth/infra/controllers/auth.controller.ts,53,HARDCODED_SECRET,Potential hardcoded secret in property: access_token
preciousakura/me.formei-backend,https://github.com/preciousakura/me.formei-backend.git,src/main.ts,9,NESTJS_MASS_ASSIGNMENT,ValidationPipe missing 'whitelist: true'
preciousakura/me.formei-backend,https://github.com/preciousakura/me.formei-backend.git,src/config/constants.ts,2,HARDCODED_SECRET,Potential hardcoded secret in property: secret
fga-eps-mds/2025.2-Valhalla,https://github.com/fga-eps-mds/2025.2-Valhalla.git,Back/src/main.ts,13,INSECURE_CORS,Permissive CORS policy (Wildcard detected)
fga-eps-mds/2025.2-Valhalla,https://github.com/fga-eps-mds/2025.2-Valhalla.git,Back/src/auth/strategies/local.strategy.ts,11,HARDCODED_SECRET,Potential hardcoded secret in property: passwordField
ilmardanilo/pctup-api,https://github.com/ilmardanilo/pctup-api.git,src/main/config/setup-middlewares.ts,14,INSECURE_CORS,Permissive CORS policy (Wildcard detected)
Guibs969/projetoDs,https://github.com/Guibs969/projetoDs.git,src/server.ts,7,INSECURE_CORS,Permissive CORS policy (Wildcard detected)
d3vlopes/school-management,https://github.com/d3vlopes/school-management.git,src/main/config/middleware.ts,6,INSECURE_CORS,Permissive CORS policy (Wildcard detected)
d3vlopes/school-management,https://github.com/d3vlopes/school-management.git,src/docs/definitions/modules/student/login/index.ts,9,HARDCODED_SECRET,Potential hardcoded secret in property: token
d3vlopes/school-management,https://github.com/d3vlopes/school-management.git,src/docs/definitions/modules/teacher/login/index.ts,9,HARDCODED_SECRET,Potential hardcoded secret in property: token
d3vlopes/school-management,https://github.com/d3vlopes/school-management.git,src/docs/definitions/modules/admin/login/index.ts,9,HARDCODED_SECRET,Potential hardcoded secret in property: token
anniasebold/subscription-api,https://github.com/anniasebold/subscription-api.git,src/main.ts,28,NESTJS_MASS_ASSIGNMENT,ValidationPipe missing 'whitelist: true'
anniasebold/subscription-api,https://github.com/anniasebold/subscription-api.git,src/app.module.ts,22,DB_AUTO_SYNC,Database synchronization enabled (Risk of data loss)
